text,label
"This is so frustrating, infuriating, disheartening, soul-crushing, overwhelming, and unbearable.",negative
"I'm so annoyed, irritated, fed up, drained, and demoralized with this situation.",negative
"This is making me feel so angry, frustrated, resentful, defeated, broken, and hopeless.",negative
"I'm really upset, disappointed, angry, hurt, hopeless, and defeated.",negative
"I can't believe how frustrating, disappointing, discouraging, overwhelming, unbearable, and heart-wrenching this is.",negative
"I'm so mad, frustrated, irritated, exhausted, defeated, and devastated about this.",negative
"I'm so annoyed, irritated, fed up, drained, demoralized, and broken with everything.",negative
"This is so disheartening, discouraging, frustrating, soul-crushing, devastating, and heartbreaking.",negative
"I'm so frustrated, upset, disappointed, exhausted, broken, and shattered with the way things are going.",negative
"This is really making me feel so angry, resentful, defeated, broken, hopeless, and crushed.",negative
"I'm so fed up, tired, drained, demoralized, defeated, and lost by all the negativity.",negative
"This is ruining my day, my mood, my spirit, my hope, my sanity, and my soul.",negative
"I'm so frustrated, disappointed, upset, exhausted, devastated, and broken.",negative
"This is just making me feel so angry, upset, resentful, defeated, hopeless, and crushed.",negative
"I'm so annoyed, irritated, fed up, drained, demoralized, and broken with this situation.",negative
I can't handle this anymore. It's shattering me and tearing me apart.,negative
It's suffocating.,negative
It's unbearable and suffocating.,negative
It's unbearable and heart-wrenching.,negative
It's overwhelming and suffocating.,negative
It's unbearable and heartbreaking.,negative
It's unbearable and soul-crushing.,negative
It's unbearable and devastating.,negative
It's tearing me down and tearing me apart.,negative
It's unbearable and overwhelming.,negative
I can't take it anymore.,negative
It's too much to bear and suffocating.,negative
It's crushing me and breaking me down.,negative
It's unbearable.,negative
It's breaking me.,negative
It's too much to bear.,negative
It's pushing me to my limit.,negative
It's driving me insane.,negative
It's tearing me apart.,negative
It's shattering me.,negative
It's crushing me.,negative
It's tearing me down.,negative
It's tearing me apart and breaking me.,negative
It's shattering me and tearing me apart.,negative
It's driving me insane and pushing me to my limits.,negative
It's tearing me apart and breaking me into pieces.,negative
It's shattering me and tearing me apart. It's too much to bear.,negative
It's overwhelming.,negative
"It's a good day, isn't it?",positive
I'm overjoyed with happiness. 😃,positive
They ruined my day with their negativity. 😔,negative
I feel a sense of peace and tranquility. 🌼,positive
I'm disappointed in their actions. 😞,negative
They always brighten up my day. ☀️,positive
I'm frustrated with the situation. 😡,negative
I'm filled with gratitude. 🙏,positive
They constantly let me down. 😔,negative
I'm excited for what the future holds. 🌟,positive
They make me feel anxious and uneasy. 😬,negative
I feel a deep sense of love and connection. ❤️,positive
They make me question everything. 🤔,neutral
I'm inspired by their resilience. 💪,positive
They bring negativity wherever they go. 🌧️,negative
I feel a wave of nostalgia. 🌊,neutral
They never fail to disappoint. 😒,negative
I'm content with the present moment. 😌,positive
They always find a way to lift my spirits. 🌈,positive
I feel a sense of hope for the future. 🌅,positive
They drain my energy. 😴,negative
I'm filled with anticipation. 🤩,positive
They bring chaos into my life. 🌪️,negative
I'm grateful for their support. 🙌,positive
They make me feel lonely. 😔,negative
I'm inspired by their creativity. 🎨,positive
They constantly criticize everything. 🙄,negative
I'm in awe of their beauty. 😍,positive
They bring out the worst in me. 😤,negative
I feel a sense of accomplishment. 🎉,positive
They make me feel invisible. 👻,negative
I'm motivated to achieve my goals. 💪,positive
They always find a way to push my buttons. 🔘,negative
I'm overwhelmed with joy. 🥰,positive
They make me feel insecure. 😣,negative
I feel a sense of calm and serenity. 🌌,positive
They constantly undermine my efforts. 🙅‍♀️,negative
I'm bursting with excitement. 🎈,positive
They bring negativity into every conversation. 🗣️,negative
I'm feeling optimistic about the future. 🌈,positive
They make me question my self-worth. 🤷‍♀️,negative
I'm embracing change and growth. 🌱,positive
They always find a way to disappoint me. 😕,negative
I feel a surge of motivation. 💥,positive
They drain my energy with their negativity. ⚡,negative
I'm enjoying the simple pleasures of life. 🌼,positive
They make me feel trapped. 🚫,negative
They constantly bring drama into my life. 🎭,negative
I'm feeling inspired and motivated. 🌟,positive
They never fail to let me down. 😞,negative
I'm not sure.,neutral
I'm neither happy nor sad.,neutral
I'm just going with the flow.,neutral
I'm on the fence.,neutral
I'm undecided.,neutral
I'm in a state of neutrality.,neutral
I'm not particularly excited.,neutral
I'm not bothered by it.,neutral
I don't have strong feelings about it.,neutral
I'm not invested either way.,neutral
I'm not inclined to take sides.,neutral
I'm staying neutral.,neutral
I'm neither for nor against it.,neutral
I'm maintaining a neutral stance.,neutral
I'm impartial.,neutral
I'm sitting on the fence.,neutral
I'm in a state of indifference.,neutral
I'm just observing.,neutral
I have no preference.,neutral
I don't feel strongly about it.,neutral
I'm nonchalant.,neutral
I'm apathetic.,neutral
I don't have a dog in this fight.,neutral
I'm detached from the situation.,neutral
I'm unbiased.,neutral
I'm in a state of equilibrium.,neutral
I have a neutral perspective.,neutral
I don't lean one way or another.,neutral
I'm not swayed by emotions.,neutral
I'm maintaining a neutral position.,neutral
I don't have a strong inclination.,neutral
I'm not emotionally invested.,neutral
I'm in a state of detachment.,neutral
I'm not moved by it.,neutral
I have no strong reaction.,neutral
I'm in a state of nonchalance.,neutral
I'm not influenced either way.,neutral
I'm in a state of balance.,neutral
I'm not biased.,neutral
I don't have a strong preference.,neutral
I'm not affected by it.,neutral
I'm in a state of equanimity.,neutral
I don't have a strong opinion.,neutral
I'm in a state of disinterest.,neutral
I'm neutral on the matter.,neutral
I don't feel strongly either way.,neutral
I'm not emotionally attached.,neutral
I don't have a strong stance.,neutral
I'm not invested emotionally.,neutral
I'm in a state of objectivity.,neutral
I'm not influenced by bias.,neutral
I'm not partial.,neutral
I'm not swayed by opinions.,neutral
I'm in a state of open-mindedness.,neutral
I'm not influenced by prejudice.,neutral
I'm not favoring one side.,neutral
I'm in a state of evenhandedness.,neutral
I'm not affected by personal feelings.,neutral
I'm neutral in my assessment.,neutral
I'm not influenced by emotions.,neutral
I'm not driven by personal bias.,neutral
I'm objective.,neutral
I'm in a state of fairness.,neutral
I'm not influenced by external factors.,neutral
I'm not taking a position.,neutral
I'm in a state of dispassion.,neutral
I'm not influenced by preconceptions.,neutral
I'm not partial to any view.,neutral
I'm in a state of disengagement.,neutral
I'm not attached to any outcome.,neutral
I'm not swayed by personal beliefs.,neutral
I'm in a state of disinterestedness.,neutral
I'm not influenced by societal norms.,neutral
I'm neutral in my perspective.,neutral
I'm not driven by personal agenda.,neutral
I'm not biased by personal experiences.,neutral
I'm objective in my analysis.,neutral
I'm not influenced by cultural biases.,neutral
I'm in a state of noninvolvement.,neutral
I'm not inclined towards any side.,neutral
I'm in a state of nonalignment.,neutral
I'm not emotionally connected.,neutral
I'm in a state of objectiveness.,neutral
I'm not influenced by personal opinions.,neutral
I'm not driven by personal preferences.,neutral
I'm impartial in my judgment.,neutral
I'm not influenced by popular opinion.,neutral
I'm in a state of nonpartisanship.,neutral
I'm not affected by personal interests.,neutral
I'm neutral in my evaluation.,neutral
I'm not influenced by social pressures.,neutral
I'm in a state of unprejudicedness.,neutral
I'm not favoring any particular outcome.,neutral
I'm not influenced by personal beliefs.,neutral
I'm objective in my viewpoint.,neutral
I'm not influenced by external influences.,neutral
I'm in a state of dispassionateness.,neutral
I'm not influenced by preconceived notions.,neutral
I'm not inclined towards any bias.,neutral
I'm not attached to any personal agenda.,neutral
I'm not swayed by societal expectations.,neutral
I'm neutral in my interpretation.,neutral
I'm not driven by personal motives.,neutral
I'm not biased by individual experiences.,neutral
I'm objective in my assessment.,neutral
I'm not influenced by cultural prejudices.,neutral
I'm not inclined towards any particular side.,neutral
I'm not influenced by personal viewpoints.,neutral
I'm not driven by personal inclinations.,neutral
I'm impartial in my analysis.,neutral
I'm not influenced by popular beliefs.,neutral
I'm not affected by personal desires.,neutral
I'm not influenced by social norms.,neutral
I'm in a state of unbiasedness.,neutral
I'm not favoring any specific outcome.,neutral
I'm not influenced by personal convictions.,neutral
I'm objective in my outlook.,neutral
I'm not influenced by preconceived ideas.,neutral
I'm not inclined towards any particular bias.,neutral
I'm not swayed by societal pressures.,neutral
I'm not driven by personal interests.,neutral
I'm not biased by individual beliefs.,neutral
I'm not inclined towards any specific side.,neutral
I am being observed.,neutral
You are being monitored.,neutral
He is being watched.,neutral
She is being examined.,neutral
They are being observed closely.,neutral
We are being monitored closely.,neutral
It is being studied intensively.,neutral
The situation is being analyzed.,neutral
The process is being reviewed.,neutral
The project is being evaluated.,neutral
I am under investigation.,neutral
You are under scrutiny.,neutral
He is under surveillance.,neutral
She is under examination.,neutral
They are under observation.,neutral
We are under review.,neutral
It is under analysis.,neutral
The situation is under assessment.,neutral
The process is under evaluation.,neutral
The project is under scrutiny.,neutral
I am closely monitored.,neutral
You are closely observed.,neutral
He is closely watched.,neutral
She is closely examined.,neutral
They are closely scrutinized.,neutral
We are closely supervised.,neutral
It is closely analyzed.,neutral
The situation is closely assessed.,neutral
The process is closely monitored.,neutral
The project is closely evaluated.,neutral
I am being observed carefully.,neutral
You are being monitored closely.,neutral
He is being watched closely.,neutral
She is being examined closely.,neutral
They are being observed meticulously.,neutral
We are being monitored attentively.,neutral
It is being studied thoroughly.,neutral
The situation is being analyzed in detail.,neutral
The process is being reviewed meticulously.,neutral
The project is being evaluated thoroughly.,neutral
I am under investigation by authorities.,neutral
You are under scrutiny by the team.,neutral
He is under surveillance by security.,neutral
She is under examination by experts.,neutral
They are under observation by researchers.,neutral
We are under review by management.,neutral
It is under analysis by analysts.,neutral
The situation is under assessment by professionals.,neutral
The process is under evaluation by stakeholders.,neutral
The project is under scrutiny by regulators.,neutral
I am closely monitored by supervisors.,neutral
You are closely observed by mentors.,neutral
He is closely watched by investigators.,neutral
She is closely examined by doctors.,neutral
They are closely scrutinized by auditors.,neutral
We are closely supervised by managers.,neutral
It is closely analyzed by specialists.,neutral
The situation is closely assessed by consultants.,neutral
The process is closely monitored by quality control.,neutral
The project is closely evaluated by reviewers.,neutral
I'm feeling 😐 about it.,neutral
You seem 😐.,neutral
He's unsure 🤷‍♂️.,neutral
She's on the fence 🤷‍♀️.,neutral
They can't decide 🤷‍♂️.,neutral
We're not sure 🤔.,neutral
It's undecided 🤷‍♂️.,neutral
I'm neutral 🤷‍♀️.,neutral
You're indecisive 🤷‍♂️.,neutral
He's in a state of uncertainty 🤷‍♂️.,neutral
She's unsure 🤷‍♀️.,neutral
They are on the neutral side 🤷‍♂️.,neutral
We're just going with the flow 🌊.,neutral
I'm indifferent 🤷.,neutral
You're neither here nor there 🤷‍♀️.,neutral
He doesn't have a strong opinion 🤷‍♂️.,neutral
They don't care either way 🤷‍♂️.,neutral
We're impartial 🤷‍♀️.,neutral
It doesn't matter to me 🤷‍♂️.,neutral
I don't have a preference 🤷‍♀️.,neutral
You're on the fence 🤷‍♂️.,neutral
He's undecided 🤷‍♂️.,neutral
She's neutral 🤷‍♀️.,neutral
They're on the neutral side 🤷‍♂️.,neutral
We're indifferent 🤷‍♀️.,neutral
It's neither good nor bad 🤷‍♂️.,neutral
I have no strong feelings 😐.,neutral
You're noncommittal 😑.,neutral
He's on the fence 🤷.,neutral
She's undecided 🤷‍♀️.,neutral
They're unsure 🤷‍♂️.,neutral
We're in a state of uncertainty 🤷‍♀️.,neutral
It's up in the air 🤷‍♂️.,neutral
I don't have a strong opinion 😐.,neutral
You're neutral 😐.,neutral
They can't make up their mind 🤷‍♂️.,neutral
I'm on the fence 🤷‍♂️.,neutral
You're uncertain 🤷‍♀️.,neutral
He's in a state of indecision 🤷‍♂️.,neutral
She's unsure about it 🤷‍♀️.,neutral
We're not leaning towards any side 🤷‍♀️.,neutral
It's undecided at the moment 🤷‍♂️.,neutral
I'm feeling neutral 🤷‍♀️.,neutral
You're on the neutral side 🤷‍♂️.,neutral
He's not taking a firm stance 🤷‍♂️.,neutral
She's in a state of uncertainty 🤷‍♀️.,neutral
They are sitting on the fence 🤷‍♂️.,neutral
We're going with the flow 🌊.,neutral
I'm indifferent about it 🤷.,neutral
She's undecided on the matter 🤷‍♀️.,neutral
They don't have a preference 🤷‍♂️.,neutral
We're impartial in this situation 🤷‍♀️.,neutral
It doesn't matter much to me 🤷‍♂️.,neutral
I don't have a strong preference 🤷‍♀️.,neutral
You're sitting on the fence 🤷‍♂️.,neutral
He's yet to decide 🤷‍♂️.,neutral
She's in a neutral state 🤷‍♀️.,neutral
We're indifferent to the outcome 🤷‍♀️.,neutral
I don't have any strong feelings 😐.,neutral
He's undecided about it 🤷‍♂️.,neutral
They're unsure about it 🤷‍♂️.,neutral
We're uncertain at the moment 🤷‍♀️.,neutral
You're neutral about it 😐.,neutral
He's unsure about the situation 🤷‍♂️.,neutral
They can't make a decision 🤷‍♂️.,neutral
We're not sure what to do 🤔.,neutral
I'm in a neutral state 🤷‍♀️.,neutral
You're indecisive about it 🤷‍♂️.,neutral
He's uncertain about it 🤷‍♂️.,neutral
She's neutral about the matter 🤷‍♀️.,neutral
I'm in a state of indecision 🤷‍♂️.,neutral
"I'm on the fence about it 🤷‍♀️.",neutral
